day,asset,close,volume
2017-11-01,bitbase,0.926913,1889480
2017-11-02,bitbase,1.37618,1748760
2017-11-03,bitbase,0.358576,3807870
2017-11-04,bitbase,0.0846587,2693130
2017-11-05,bitbase,0.0308245,1110560
2017-11-06,bitbase,0.0333921,310327
2017-11-07,bitbase,0.0370669,85592.203125
2017-11-08,bitbase,0.0383648,66215
2017-11-09,bitbase,0.0487226,34268.19921875
2017-11-10,bitbase,0.0192672,26814.69921875
2017-11-11,bitbase,0.0183337,10708.7001953125
2017-11-12,bitbase,0.0126625,10083.5
2017-11-13,bitbase,0.0108183,10488.5
2017-11-14,bitbase,0.00779635,7592.35009765625
2017-11-15,bitbase,0.00799148,11363.900390625
2017-11-16,bitbase,0.00966479,8365.0703125
2017-11-17,bitbase,0.0101084,6495.330078125
2017-11-18,bitbase,0.0127162,3477.77001953125
2017-11-19,bitbase,0.00909327,4681.14013671875
2017-11-20,bitbase,0.00741593,5728.740234375
2017-11-21,bitbase,0.0089848,1405.780029296875
2017-11-22,bitbase,0.00798098,1387.199951171875
2017-11-23,bitbase,0.00466786,6343.77001953125
2017-11-24,bitbase,0.00452462,1348.760009765625
2017-11-25,bitbase,0.00498705,1506.27001953125
2017-11-26,bitbase,0.00521691,2305.1201171875
2017-11-27,bitbase,0.00535159,1997.3399658203125
2017-11-28,bitbase,0.00616146,869.4910278320312
2017-11-29,bitbase,0.0039688,1157.31005859375
2017-11-30,bitbase,0.00411757,1545.300048828125
2017-12-01,bitbase,0.00370383,499.9460144042969
2017-12-02,bitbase,0.00360402,1309.75
2017-12-03,bitbase,0.0031373,415.4159851074219
2017-12-04,bitbase,0.00907404,12775.400390625
2017-12-05,bitbase,0.00492524,5535.89013671875
2017-12-06,bitbase,0.00564141,1308.8800048828125
2017-12-07,bitbase,0.00502125,1318.739990234375
2017-12-08,bitbase,0.00553528,2587.330078125
2017-12-09,bitbase,0.00374421,1391.8800048828125
2017-12-10,bitbase,0.00460736,435.3299865722656
2017-12-11,bitbase,0.00436352,667.8800048828125
2017-12-12,bitbase,0.00379755,1881.18994140625
2017-12-13,bitbase,0.00344992,355.2869873046875
2017-12-14,bitbase,0.00314692,252.38800048828125
2017-12-15,bitbase,0.00211465,673.9970092773438
2017-12-16,bitbase,0.00253164,708.197998046875
2017-12-17,bitbase,0.00343334,1553.5
2017-12-18,bitbase,0.0051564,1707.219970703125
2017-12-19,bitbase,0.00387995,387.27301025390625
2017-12-20,bitbase,0.00394565,1261.699951171875
2017-12-21,bitbase,0.0037581,556.3670043945312
2017-12-22,bitbase,0.00314195,231.74200439453125
2017-12-23,bitbase,0.00260044,372.8110046386719
2017-12-24,bitbase,0.002649,195.31500244140625
2017-12-25,bitbase,0.00278878,669.0449829101562
2017-12-26,bitbase,0.00411464,391.3219909667969
2017-12-27,bitbase,0.00295422,430.0660095214844
2017-12-28,bitbase,0.00286386,174.91000366210938
2017-12-29,bitbase,0.00261582,806.4390258789062
2017-12-30,bitbase,0.00244213,223.16000366210938
2017-12-31,bitbase,0.00222839,1035.4100341796875
2018-01-01,bitbase,0.00256547,951.7479858398438
2018-01-02,bitbase,0.00357326,669.3939819335938
2018-01-03,bitbase,0.00317686,907.1489868164062
2018-01-04,bitbase,0.00318741,2444.449951171875
2018-01-05,bitbase,0.00390321,803.5380249023438
2018-01-06,bitbase,0.00378734,3376.919921875
2018-01-07,bitbase,0.00309848,1981.800048828125
2018-01-08,bitbase,0.00377525,1582.719970703125
2018-01-09,bitbase,0.00714681,6501.169921875
2018-01-10,bitbase,0.0055494,7686.97998046875
2018-01-11,bitbase,0.00925057,3774.97998046875
2018-01-12,bitbase,0.00696483,1092.3800048828125
2018-01-13,bitbase,0.00617117,2516.300048828125
2018-01-14,bitbase,0.00620511,887.1890258789062
2018-01-15,bitbase,0.00559574,5099.6298828125
2018-01-16,bitbase,0.00436255,724.3880004882812
2018-01-17,bitbase,0.00532625,1804.43994140625
2018-01-18,bitbase,0.00455866,1290.97998046875
2018-01-19,bitbase,0.00402148,1176.77001953125
2018-01-20,bitbase,0.00445565,1303.8199462890625
2018-01-21,bitbase,0.00377898,800.1749877929688
2018-01-22,bitbase,0.00325714,360.4179992675781
2018-01-23,bitbase,0.00314533,917.9089965820312
2018-01-24,bitbase,0.00370497,4479.740234375
2018-01-25,bitbase,0.00324513,2308.3798828125
2018-01-26,bitbase,0.00322859,1881.02001953125
2018-01-27,bitbase,0.00340772,780.7930297851562
2018-01-28,bitbase,0.00301884,525.8380126953125
2018-01-29,bitbase,0.00324686,272.71600341796875
2018-01-30,bitbase,0.00260029,1876.3499755859375
2018-01-31,bitbase,0.00253671,181.7030029296875
2018-02-01,bitbase,0.00227506,124.41300201416016
2018-02-02,bitbase,0.00211982,203.82000732421875
2018-02-03,bitbase,0.00230989,835.0009765625
2018-02-04,bitbase,0.00190739,315.0740051269531
2018-02-05,bitbase,0.00138631,472.885009765625
2018-02-06,bitbase,0.00140151,228.3730010986328
2018-02-07,bitbase,0.00136899,153.55299377441406
2018-02-08,bitbase,0.00189283,208.9510040283203
2018-02-09,bitbase,0.00156286,41.90409851074219
2018-02-10,bitbase,0.00179698,72.97589874267578
2018-02-11,bitbase,0.0017721,515.8920288085938
2018-02-12,bitbase,0.00159865,138.4669952392578
2018-02-13,bitbase,0.0016217,38.42060089111328
2018-02-14,bitbase,0.00416673,224762
2018-02-15,bitbase,0.00283745,17585.80078125
2018-02-16,bitbase,0.00275288,3074.7099609375
2018-02-17,bitbase,0.00298609,1276.030029296875
2018-02-18,bitbase,0.00281762,514.5869750976562
2018-02-19,bitbase,0.00301356,879.5419921875
2018-02-20,bitbase,0.00314453,532.7630004882812
2018-02-21,bitbase,0.00282881,150.68899536132812
2018-02-22,bitbase,0.00285769,186.66200256347656
2018-02-23,bitbase,0.00274307,651.4949951171875
2018-02-24,bitbase,0.0026219,733.0469970703125
2018-02-25,bitbase,0.00258505,805.77099609375
2018-02-26,bitbase,0.00277612,188.7989959716797
2018-02-27,bitbase,0.00288279,1487.3699951171875
2018-02-28,bitbase,0.00216506,31.533199310302734
2018-03-01,bitbase,0.00218635,157.84500122070312
2018-03-02,bitbase,0.00176526,53.31589889526367
2018-03-03,bitbase,0.00194813,11.427499771118164
2018-03-04,bitbase,0.00161084,461.9700012207031
2018-03-05,bitbase,0.00207669,24.090099334716797
2018-03-06,bitbase,0.00160993,39.95320129394531
2018-03-07,bitbase,0.00148569,56.82780075073242
2018-03-08,bitbase,0.00140289,73.7959976196289
2018-03-09,bitbase,0.00157347,36.62220001220703
2018-03-10,bitbase,0.00167307,7.1765899658203125
2018-03-11,bitbase,0.00134043,69.06230163574219
2018-03-12,bitbase,0.00118836,33.1171989440918
2018-03-13,bitbase,0.00118925,91.89620208740234
2018-03-14,bitbase,0.0010674,192.8350067138672
2018-03-15,bitbase,0.00132244,23.952800750732422
2018-03-16,bitbase,0.00107741,14.266500473022461
2018-03-17,bitbase,0.000948695,68.91419982910156
2018-03-18,bitbase,0.000904744,85.40380096435547
2018-03-19,bitbase,0.00093809,75.54239654541016
2018-03-20,bitbase,0.00106659,78.40380096435547
2018-03-21,bitbase,0.00133677,102.14399719238281
2018-03-22,bitbase,0.00121822,6.783289909362793
2018-03-23,bitbase,0.000966236,25.66029930114746
